Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[10]     0.6    0.01    0.07  779683         std::__cmpexch_failure_order(std::memory_order) [10]
                0.03    0.00  831782/831782      std::operator|(std::memory_order, std::__memory_order_modifier) [16]
                0.03    0.00  787470/787470      std::__cmpexch_failure_order2(std::memory_order) [17]
                0.02    0.00 1592690/4009321     std::operator&(std::memory_order, std::__memory_order_modifier) [12]
-----------------------------------------------
                0.05    0.00  787778/787778      HighestCycleLength(unsigned long) [7]
[11]     0.4    0.05    0.00  787778         Prime(unsigned long) [11]
-----------------------------------------------
                0.01    0.00  787298/4009321     std::__atomic_base<unsigned long>::operator unsigned long() const [14]
                0.01    0.00  814463/4009321     std::__atomic_base<unsigned long>::operator=(unsigned long) [13]
                0.01    0.00  814870/4009321     worker(unsigned char) [1]
                0.02    0.00 1592690/4009321     std::__cmpexch_failure_order(std::memory_order) [10]
[12]     0.3    0.04    0.00 4009321         std::operator&(std::memory_order, std::__memory_order_modifier) [12]
-----------------------------------------------
                0.02    0.02  813401/813401      worker(unsigned char) [1]
[13]     0.3    0.02    0.02  813401         std::__atomic_base<unsigned long>::operator=(unsigned long) [13]
                0.01    0.00 2515535/7466427     std::__is_constant_evaluated() [15]
                0.01    0.00  814463/4009321     std::operator&(std::memory_order, std::__memory_order_modifier) [12]
-----------------------------------------------
                0.00    0.00     499/767961      main [18]
                0.02    0.02  767462/767961      worker(unsigned char) [1]
[14]     0.3    0.02    0.02  767961         std::__atomic_base<unsigned long>::operator unsigned long() const [14]
                0.01    0.00  787298/4009321     std::operator&(std::memory_order, std::__memory_order_modifier) [12]
                0.01    0.00 1612335/7466427     std::__is_constant_evaluated() [15]
-----------------------------------------------
                0.01    0.00 1612335/7466427     std::__atomic_base<unsigned long>::operator unsigned long() const [14]
                0.01    0.00 2515535/7466427     std::__atomic_base<unsigned long>::operator=(unsigned long) [13]
                0.01    0.00 3338557/7466427     worker(unsigned char) [1]
[15]     0.2    0.03    0.00 7466427         std::__is_constant_evaluated() [15]
-----------------------------------------------
                0.03    0.00  831782/831782      std::__cmpexch_failure_order(std::memory_order) [10]
[16]     0.2    0.03    0.00  831782         std::operator|(std::memory_order, std::__memory_order_modifier) [16]
-----------------------------------------------
                0.03    0.00  787470/787470      std::__cmpexch_failure_order(std::memory_order) [10]
[17]     0.2    0.03    0.00  787470         std::__cmpexch_failure_order2(std::memory_order) [17]
-----------------------------------------------
                                                 <spontaneous>
[18]     0.0    0.00    0.00                 main [18]
                0.00    0.00     499/767961      std::__atomic_base<unsigned long>::operator unsigned long() const [14]
                0.00    0.00      12/12          std::thread& std::vector<std::thread, std::allocator<std::thread> >::emplace_back<void (&)(unsigned char), unsigned long&>(void (&)(unsigned char), unsigned long&) [97]
                0.00    0.00       7/7           bool __gnu_cxx::operator!=<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >(__gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > > const&, __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > > const&) [112]
                0.00    0.00       6/18          __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::operator*() const [50]
                0.00    0.00       6/6           __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::operator++() [113]
                0.00    0.00       1/1           std::vector<std::thread, std::allocator<std::thread> >::vector() [139]
                0.00    0.00       1/6           std::vector<std::thread, std::allocator<std::thread> >::begin() [115]
                0.00    0.00       1/18          std::vector<std::thread, std::allocator<std::thread> >::end() [51]
                0.00    0.00       1/1           std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [137]
                0.00    0.00       1/1           std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1000000l> > >::value, std::chrono::duration<long, std::ratio<1l, 1000000l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1000000l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [134]
                0.00    0.00       1/1           std::chrono::duration<long, std::ratio<1l, 1000000l> >::count() const [126]
                0.00    0.00       1/1           std::vector<std::thread, std::allocator<std::thread> >::~vector() [140]
-----------------------------------------------
                0.00    0.00      12/125         std::thread::thread<void (&)(unsigned char), unsigned long&, void>(void (&)(unsigned char), unsigned long&) [96]
                0.00    0.00      12/125         std::thread::_State_impl<std::thread::_Invoker<std::tuple<void (*)(unsigned char), unsigned long> > >::_State_impl<void (&)(unsigned char), unsigned long&>(void (&)(unsigned char), unsigned long&) [93]
                0.00    0.00      12/125         std::thread::_Invoker<std::tuple<void (*)(unsigned char), unsigned long> >::_Invoker<void (&)(unsigned char), unsigned long&>(void (&)(unsigned char), unsigned long&) [95]
                0.00    0.00      12/125         std::tuple<void (*)(unsigned char), unsigned long>::tuple<void (&)(unsigned char), unsigned long&, true>(void (&)(unsigned char), unsigned long&) [77]
                0.00    0.00      12/125         std::_Tuple_impl<0ul, void (*)(unsigned char), unsigned long>::_Tuple_impl<void (&)(unsigned char), unsigned long&, void>(void (&)(unsigned char), unsigned long&) [69]
                0.00    0.00      12/125         std::_Tuple_impl<1ul, unsigned long>::_Tuple_impl<unsigned long&>(unsigned long&) [73]
                0.00    0.00      12/125         std::_Head_base<1ul, unsigned long, false>::_Head_base<unsigned long&>(unsigned long&) [65]
                0.00    0.00      15/125         void std::vector<std::thread, std::allocator<std::thread> >::_M_realloc_insert<void (&)(unsigned char), unsigned long&>(__gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >, void (&)(unsigned char), unsigned long&) [121]
                0.00    0.00      26/125         std::thread& std::vector<std::thread, std::allocator<std::thread> >::emplace_back<void (&)(unsigned char), unsigned long&>(void (&)(unsigned char), unsigned long&) [97]
[25]     0.0    0.00    0.00     125         unsigned long& std::forward<unsigned long&>(std::remove_reference<unsigned long&>::type&) [25]
-----------------------------------------------
                0.00    0.00      12/101         std::thread::thread<void (&)(unsigned char), unsigned long&, void>(void (&)(unsigned char), unsigned long&) [96]
                0.00    0.00      12/101         std::thread::_State_impl<std::thread::_Invoker<std::tuple<void (*)(unsigned char), unsigned long> > >::_State_impl<void (&)(unsigned char), unsigned long&>(void (&)(unsigned char), unsigned long&) [93]
                0.00    0.00      12/101         std::thread::_Invoker<std::tuple<void (*)(unsigned char), unsigned long> >::_Invoker<void (&)(unsigned char), unsigned long&>(void (&)(unsigned char), unsigned long&) [95]
                0.00    0.00      12/101         std::tuple<void (*)(unsigned char), unsigned long>::tuple<void (&)(unsigned char), unsigned long&, true>(void (&)(unsigned char), unsigned long&) [77]
                0.00    0.00      12/101         std::_Tuple_impl<0ul, void (*)(unsigned char), unsigned long>::_Tuple_impl<void (&)(unsigned char), unsigned long&, void>(void (&)(unsigned char), unsigned long&) [69]
                0.00    0.00      15/101         void std::vector<std::thread, std::allocator<std::thread> >::_M_realloc_insert<void (&)(unsigned char), unsigned long&>(__gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >, void (&)(unsigned char), unsigned long&) [121]
                0.00    0.00      26/101         std::thread& std::vector<std::thread, std::allocator<std::thread> >::emplace_back<void (&)(unsigned char), unsigned long&>(void (&)(unsigned char), unsigned long&) [97]
[26]     0.0    0.00    0.00     101         void (&std::forward<void (&)(unsigned char)>(std::remove_reference<void (&)(unsigned char)>::type&))(unsigned char) [26]
-----------------------------------------------
                0.00    0.00      12/84          std::chrono::duration<long, std::ratio<1l, 1l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1l> >, std::ratio<1l, 1000l>, long, true, false>::__cast<long, std::ratio<1l, 1000l> >(std::chrono::duration<long, std::ratio<1l, 1000l> > const&) [85]
                0.00    0.00      12/84          std::chrono::duration<long, std::ratio<1l, 1000l> >::duration<long, std::ratio<1l, 1l>, void>(std::chrono::duration<long, std::ratio<1l, 1l> > const&) [88]
                0.00    0.00      12/84          std::chrono::duration<long, std::ratio<1l, 1000000000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::ratio<1000000l, 1l>, long, false, true>::__cast<long, std::ratio<1l, 1000l> >(std::chrono::duration<long, std::ratio<1l, 1000l> > const&) [83]
                0.00    0.00      24/84          std::common_type<std::chrono::duration<long, std::ratio<1l, 1000l> >, std::chrono::duration<long, std::ratio<1l, 1l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000l>, long, std::ratio<1l, 1l> >(std::chrono::duration<long, std::ratio<1l, 1000l> > const&, std::chrono::duration<long, std::ratio<1l, 1l> > const&) [92]
                0.00    0.00      24/84          bool std::chrono::operator< <long, std::ratio<1l, 1000l>, long, std::ratio<1l, 1000l> >(std::chrono::duration<long, std::ratio<1l, 1000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000l> > const&) [91]
[27]     0.0    0.00    0.00      84         std::chrono::duration<long, std::ratio<1l, 1000l> >::count() const [27]
-----------------------------------------------
                0.00    0.00      12/57          void std::_Destroy_aux<false>::__destroy<std::thread*>(std::thread*, std::thread*) [127]
                0.00    0.00      15/57          void std::__relocate_object_a<std::thread, std::thread, std::allocator<std::thread> >(std::thread*, std::thread*, std::allocator<std::thread>&) [55]
                0.00    0.00      30/57          std::thread* std::__relocate_a_1<std::thread*, std::thread*, std::allocator<std::thread> >(std::thread*, std::thread*, std::thread*, std::allocator<std::thread>&) [110]
[28]     0.0    0.00    0.00      57         std::thread* std::__addressof<std::thread>(std::thread&) [28]
-----------------------------------------------
                0.00    0.00      12/54          std::thread::thread<void (&)(unsigned char), unsigned long&, void>(void (&)(unsigned char), unsigned long&) [96]
                0.00    0.00      15/54          std::thread::thread(std::thread&&) [54]
                0.00    0.00      27/54          std::thread::joinable() const [38]
[29]     0.0    0.00    0.00      54         std::thread::id::id() [29]
-----------------------------------------------
                0.00    0.00      45/45          std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<std::thread::id> >, std::is_move_constructible<std::thread::id>, std::is_move_assignable<std::thread::id> >::value, void>::type std::swap<std::thread::id>(std::thread::id&, std::thread::id&) [57]
[30]     0.0    0.00    0.00      45         std::remove_reference<std::thread::id&>::type&& std::move<std::thread::id&>(std::thread::id&) [30]
-----------------------------------------------
                0.00    0.00       6/36          std::vector<std::thread, std::allocator<std::thread> >::begin() [115]
                0.00    0.00      12/36          __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::operator-(long) const [59]
                0.00    0.00      18/36          std::vector<std::thread, std::allocator<std::thread> >::end() [51]
[31]     0.0    0.00    0.00      36         __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::__normal_iterator(std::thread* const&) [31]
-----------------------------------------------
                0.00    0.00      10/36          void std::vector<std::thread, std::allocator<std::thread> >::_M_realloc_insert<void (&)(unsigned char), unsigned long&>(__gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >, void (&)(unsigned char), unsigned long&) [121]
                0.00    0.00      10/36          __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::difference_type __gnu_cxx::operator-<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >(__gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > > const&, __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > > const&) [116]
                0.00    0.00      16/36          bool __gnu_cxx::operator!=<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >(__gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > > const&, __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > > const&) [112]
[32]     0.0    0.00    0.00      36         __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::base() const [32]
-----------------------------------------------
                0.00    0.00      12/36          std::chrono::duration<long, std::ratio<1l, 1000l> >::zero() [86]
                0.00    0.00      12/36          std::common_type<std::chrono::duration<long, std::ratio<1l, 1000l> >, std::chrono::duration<long, std::ratio<1l, 1l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000l>, long, std::ratio<1l, 1l> >(std::chrono::duration<long, std::ratio<1l, 1000l> > const&, std::chrono::duration<long, std::ratio<1l, 1l> > const&) [92]
                0.00    0.00      12/36          std::chrono::duration<long, std::ratio<1l, 1000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000l> >, std::ratio<1000l, 1l>, long, false, true>::__cast<long, std::ratio<1l, 1l> >(std::chrono::duration<long, std::ratio<1l, 1l> > const&) [84]
[33]     0.0    0.00    0.00      36         std::chrono::duration<long, std::ratio<1l, 1000l> >::duration<long, void>(long const&) [33]
-----------------------------------------------
                0.00    0.00      12/36          std::tuple_element<0ul, std::tuple<void (*)(unsigned char), unsigned long> >::type&& std::get<0ul, void (*)(unsigned char), unsigned long>(std::tuple<void (*)(unsigned char), unsigned long>&&) [101]
                0.00    0.00      12/36          std::__invoke_result<void (*)(unsigned char), unsigned long>::type std::__invoke<void (*)(unsigned char), unsigned long>(void (*&&)(unsigned char), unsigned long&&) [5]
                0.00    0.00      12/36          void std::__invoke_impl<void, void (*)(unsigned char), unsigned long>(std::__invoke_other, void (*&&)(unsigned char), unsigned long&&) [4]
[34]     0.0    0.00    0.00      36         void (*&&std::forward<void (*)(unsigned char)>(std::remove_reference<void (*)(unsigned char)>::type&))(unsigned char) [34]
-----------------------------------------------
                0.00    0.00      12/36          std::tuple_element<1ul, std::tuple<void (*)(unsigned char), unsigned long> >::type&& std::get<1ul, void (*)(unsigned char), unsigned long>(std::tuple<void (*)(unsigned char), unsigned long>&&) [102]
                0.00    0.00      12/36          std::__invoke_result<void (*)(unsigned char), unsigned long>::type std::__invoke<void (*)(unsigned char), unsigned long>(void (*&&)(unsigned char), unsigned long&&) [5]
                0.00    0.00      12/36          void std::__invoke_impl<void, void (*)(unsigned char), unsigned long>(std::__invoke_other, void (*&&)(unsigned char), unsigned long&&) [4]
[35]     0.0    0.00    0.00      36         unsigned long&& std::forward<unsigned long>(std::remove_reference<unsigned long>::type&) [35]
-----------------------------------------------
                0.00    0.00      30/30          std::thread* std::__relocate_a<std::thread*, std::thread*, std::allocator<std::thread> >(std::thread*, std::thread*, std::thread*, std::allocator<std::thread>&) [109]
[36]     0.0    0.00    0.00      30         std::thread* std::__niter_base<std::thread*>(std::thread*) [36]
-----------------------------------------------
                0.00    0.00      30/30          void std::__relocate_object_a<std::thread, std::thread, std::allocator<std::thread> >(std::thread*, std::thread*, std::allocator<std::thread>&) [55]
[37]     0.0    0.00    0.00      30         std::thread&& std::forward<std::thread>(std::remove_reference<std::thread>::type&) [37]
-----------------------------------------------
                0.00    0.00      27/27          std::thread::~thread() [39]
[38]     0.0    0.00    0.00      27         std::thread::joinable() const [38]
                0.00    0.00      27/54          std::thread::id::id() [29]
                0.00    0.00      27/27          std::operator==(std::thread::id, std::thread::id) [40]
-----------------------------------------------
                0.00    0.00      12/27          void std::_Destroy<std::thread>(std::thread*) [103]
                0.00    0.00      15/27          void std::__relocate_object_a<std::thread, std::thread, std::allocator<std::thread> >(std::thread*, std::thread*, std::allocator<std::thread>&) [55]
[39]     0.0    0.00    0.00      27         std::thread::~thread() [39]
                0.00    0.00      27/27          std::thread::joinable() const [38]
-----------------------------------------------
                0.00    0.00      27/27          std::thread::joinable() const [38]
[40]     0.0    0.00    0.00      27         std::operator==(std::thread::id, std::thread::id) [40]
-----------------------------------------------
                0.00    0.00       5/27          void std::vector<std::thread, std::allocator<std::thread> >::_M_realloc_insert<void (&)(unsigned char), unsigned long&>(__gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >, void (&)(unsigned char), unsigned long&) [121]
                0.00    0.00       7/27          std::thread& std::vector<std::thread, std::allocator<std::thread> >::emplace_back<void (&)(unsigned char), unsigned long&>(void (&)(unsigned char), unsigned long&) [97]
                0.00    0.00      15/27          void std::__relocate_object_a<std::thread, std::thread, std::allocator<std::thread> >(std::thread*, std::thread*, std::allocator<std::thread>&) [55]
[41]     0.0    0.00    0.00      27         operator new(unsigned long, void*) [41]
-----------------------------------------------
                0.00    0.00      12/24          void std::this_thread::sleep_for<long, std::ratio<1l, 1000l> >(std::chrono::duration<long, std::ratio<1l, 1000l> > const&) [74]
                0.00    0.00      12/24          std::chrono::duration<long, std::ratio<1l, 1000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000l> >, std::ratio<1000l, 1l>, long, false, true>::__cast<long, std::ratio<1l, 1l> >(std::chrono::duration<long, std::ratio<1l, 1l> > const&) [84]
[42]     0.0    0.00    0.00      24         std::chrono::duration<long, std::ratio<1l, 1l> >::count() const [42]
-----------------------------------------------
                0.00    0.00      24/24          std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >::_M_head(std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >&) [44]
[43]     0.0    0.00    0.00      24         std::_Head_base<0ul, std::thread::_State*, false>::_M_head(std::_Head_base<0ul, std::thread::_State*, false>&) [43]
-----------------------------------------------
                0.00    0.00      24/24          std::thread::_State*& std::__get_helper<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >(std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >&) [46]
[44]     0.0    0.00    0.00      24         std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >::_M_head(std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >&) [44]
                0.00    0.00      24/24          std::_Head_base<0ul, std::thread::_State*, false>::_M_head(std::_Head_base<0ul, std::thread::_State*, false>&) [43]
-----------------------------------------------
                0.00    0.00      12/24          std::unique_ptr<std::thread::_State, std::default_delete<std::thread::_State> >::~unique_ptr() [67]
                0.00    0.00      12/24          std::__uniq_ptr_impl<std::thread::_State, std::default_delete<std::thread::_State> >::__uniq_ptr_impl(std::thread::_State*) [76]
[45]     0.0    0.00    0.00      24         std::__uniq_ptr_impl<std::thread::_State, std::default_delete<std::thread::_State> >::_M_ptr() [45]
                0.00    0.00      24/24          std::tuple_element<0ul, std::tuple<std::thread::_State*, std::default_delete<std::thread::_State> > >::type& std::get<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >(std::tuple<std::thread::_State*, std::default_delete<std::thread::_State> >&) [47]
-----------------------------------------------
                0.00    0.00      24/24          std::tuple_element<0ul, std::tuple<std::thread::_State*, std::default_delete<std::thread::_State> > >::type& std::get<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >(std::tuple<std::thread::_State*, std::default_delete<std::thread::_State> >&) [47]
[46]     0.0    0.00    0.00      24         std::thread::_State*& std::__get_helper<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >(std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >&) [46]
                0.00    0.00      24/24          std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >::_M_head(std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >&) [44]
-----------------------------------------------
                0.00    0.00      24/24          std::__uniq_ptr_impl<std::thread::_State, std::default_delete<std::thread::_State> >::_M_ptr() [45]
[47]     0.0    0.00    0.00      24         std::tuple_element<0ul, std::tuple<std::thread::_State*, std::default_delete<std::thread::_State> > >::type& std::get<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >(std::tuple<std::thread::_State*, std::default_delete<std::thread::_State> >&) [47]
                0.00    0.00      24/24          std::thread::_State*& std::__get_helper<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >(std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >&) [46]
-----------------------------------------------
                0.00    0.00      24/24          void std::thread::_Invoker<std::tuple<void (*)(unsigned char), unsigned long> >::_M_invoke<0ul, 1ul>(std::_Index_tuple<0ul, 1ul>) [2]
[48]     0.0    0.00    0.00      24         std::remove_reference<std::tuple<void (*)(unsigned char), unsigned long>&>::type&& std::move<std::tuple<void (*)(unsigned char), unsigned long>&>(std::tuple<void (*)(unsigned char), unsigned long>&) [48]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<std::thread, std::allocator<std::thread> >::_M_check_len(unsigned long, char const*) const [117]
[49]     0.0    0.00    0.00      20         std::vector<std::thread, std::allocator<std::thread> >::size() const [49]
-----------------------------------------------
                0.00    0.00       6/18          main [18]
                0.00    0.00      12/18          std::vector<std::thread, std::allocator<std::thread> >::back() [98]
[50]     0.0    0.00    0.00      18         __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::operator*() const [50]
-----------------------------------------------
                0.00    0.00       1/18          main [18]
                0.00    0.00       5/18          std::thread& std::vector<std::thread, std::allocator<std::thread> >::emplace_back<void (&)(unsigned char), unsigned long&>(void (&)(unsigned char), unsigned long&) [97]
                0.00    0.00      12/18          std::vector<std::thread, std::allocator<std::thread> >::back() [98]
[51]     0.0    0.00    0.00      18         std::vector<std::thread, std::allocator<std::thread> >::end() [51]
                0.00    0.00      18/36          __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::__normal_iterator(std::thread* const&) [31]
-----------------------------------------------
                0.00    0.00       1/15          std::chrono::duration<long, std::ratio<1l, 1000000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000000l> >, std::ratio<1l, 1000l>, long, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [135]
                0.00    0.00       2/15          std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [138]
                0.00    0.00      12/15          void std::this_thread::sleep_for<long, std::ratio<1l, 1000l> >(std::chrono::duration<long, std::ratio<1l, 1000l> > const&) [74]
[52]     0.0    0.00    0.00      15         std::chrono::duration<long, std::ratio<1l, 1000000000l> >::count() const [52]
-----------------------------------------------
                0.00    0.00      15/15          std::thread::thread(std::thread&&) [54]
[53]     0.0    0.00    0.00      15         std::thread::swap(std::thread&) [53]
                0.00    0.00      15/15          std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<std::thread::id> >, std::is_move_constructible<std::thread::id>, std::is_move_assignable<std::thread::id> >::value, void>::type std::swap<std::thread::id>(std::thread::id&, std::thread::id&) [57]
-----------------------------------------------
                0.00    0.00      15/15          void std::__relocate_object_a<std::thread, std::thread, std::allocator<std::thread> >(std::thread*, std::thread*, std::allocator<std::thread>&) [55]
[54]     0.0    0.00    0.00      15         std::thread::thread(std::thread&&) [54]
                0.00    0.00      15/54          std::thread::id::id() [29]
                0.00    0.00      15/15          std::thread::swap(std::thread&) [53]
-----------------------------------------------
                0.00    0.00      15/15          std::thread* std::__relocate_a_1<std::thread*, std::thread*, std::allocator<std::thread> >(std::thread*, std::thread*, std::thread*, std::allocator<std::thread>&) [110]
[55]     0.0    0.00    0.00      15         void std::__relocate_object_a<std::thread, std::thread, std::allocator<std::thread> >(std::thread*, std::thread*, std::allocator<std::thread>&) [55]
                0.00    0.00      30/30          std::thread&& std::forward<std::thread>(std::remove_reference<std::thread>::type&) [37]
                0.00    0.00      15/15          std::remove_reference<std::thread&>::type&& std::move<std::thread&>(std::thread&) [56]
                0.00    0.00      15/27          operator new(unsigned long, void*) [41]
                0.00    0.00      15/15          std::thread::thread(std::thread&&) [54]
                0.00    0.00      15/57          std::thread* std::__addressof<std::thread>(std::thread&) [28]
                0.00    0.00      15/27          std::thread::~thread() [39]
-----------------------------------------------
                0.00    0.00      15/15          void std::__relocate_object_a<std::thread, std::thread, std::allocator<std::thread> >(std::thread*, std::thread*, std::allocator<std::thread>&) [55]
[56]     0.0    0.00    0.00      15         std::remove_reference<std::thread&>::type&& std::move<std::thread&>(std::thread&) [56]
-----------------------------------------------
                0.00    0.00      15/15          std::thread::swap(std::thread&) [53]
[57]     0.0    0.00    0.00      15         std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<std::thread::id> >, std::is_move_constructible<std::thread::id>, std::is_move_assignable<std::thread::id> >::value, void>::type std::swap<std::thread::id>(std::thread::id&, std::thread::id&) [57]
                0.00    0.00      45/45          std::remove_reference<std::thread::id&>::type&& std::move<std::thread::id&>(std::thread::id&) [30]
-----------------------------------------------
                0.00    0.00       1/13          std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [138]
                0.00    0.00      12/13          std::chrono::duration<long, std::ratio<1l, 1000000000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::ratio<1000000l, 1l>, long, false, true>::__cast<long, std::ratio<1l, 1000l> >(std::chrono::duration<long, std::ratio<1l, 1000l> > const&) [83]
[58]     0.0    0.00    0.00      13         std::chrono::duration<long, std::ratio<1l, 1000000000l> >::duration<long, void>(long const&) [58]
-----------------------------------------------
                0.00    0.00      12/12          std::vector<std::thread, std::allocator<std::thread> >::back() [98]
[59]     0.0    0.00    0.00      12         __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::operator-(long) const [59]
                0.00    0.00      12/36          __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::__normal_iterator(std::thread* const&) [31]
-----------------------------------------------
                0.00    0.00      12/12          std::_Tuple_impl<0ul, void (*)(unsigned char), unsigned long>::_M_head(std::_Tuple_impl<0ul, void (*)(unsigned char), unsigned long>&) [68]
[60]     0.0    0.00    0.00      12         std::_Head_base<0ul, void (*)(unsigned char), false>::_M_head(std::_Head_base<0ul, void (*)(unsigned char), false>&) [60]
-----------------------------------------------
                0.00    0.00      12/12          std::_Tuple_impl<0ul, void (*)(unsigned char), unsigned long>::_Tuple_impl<void (&)(unsigned char), unsigned long&, void>(void (&)(unsigned char), unsigned long&) [69]
[61]     0.0    0.00    0.00      12         std::_Head_base<0ul, void (*)(unsigned char), false>::_Head_base(void (* const&)(unsigned char)) [61]
-----------------------------------------------
                0.00    0.00      12/12          std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >::_Tuple_impl() [70]
[62]     0.0    0.00    0.00      12         std::_Head_base<0ul, std::thread::_State*, false>::_Head_base() [62]
-----------------------------------------------
                0.00    0.00      12/12          std::_Tuple_impl<1ul, std::default_delete<std::thread::_State> >::_Tuple_impl() [71]
[63]     0.0    0.00    0.00      12         std::_Head_base<1ul, std::default_delete<std::thread::_State>, true>::_Head_base() [63]
-----------------------------------------------
